511.0, 506.0, 513.0, 503.0, 511.0, 501.0, 504.0, 503.0, 515.0, 500.0, 500.0, 511.0, 512.0, 503.0, 503.0, 507.0
512.0, 501.0, 501.0, 504.0, 512.0, 513.0, 505.0, 502.0, 502.0, 507.0, 507.0, 503.0, 500.0, 507.0, 504.0, 503.0
513.0, 503.0, 500.0, 514.0, 500.0, 513.0, 512.0, 505.0, 502.0, 508.0, 503.0, 501.0, 502.0, 500.0, 510.0, 514.0
507.0, 508.0, 512.0, 501.0, 511.0, 512.0, 500.0, 503.0, 505.0, 510.0, 515.0, 513.0, 515.0, 500.0, 511.0, 505.0
509.0, 509.0, 500.0, 505.0, 502.0, 509.0, 514.0, 506.0, 508.0, 511.0, 513.0, 514.0, 500.0, 505.0, 506.0, 504.0
505.0, 507.0, 504.0, 500.0, 509.0, 514.0, 507.0, 503.0, 504.0, 502.0, 502.0, 500.0, 500.0, 512.0, 501.0, 500.0
501.0, 502.0, 503.0, 511.0, 514.0, 509.0, 501.0, 514.0, 508.0, 510.0, 500.0, 504.0, 509.0, 514.0, 514.0, 501.0
514.0, 507.0, 505.0, 502.0, 500.0, 515.0, 508.0, 502.0, 502.0, 504.0, 503.0, 502.0, 513.0, 512.0, 502.0, 504.0
506.0, 501.0, 506.0, 500.0, 500.0, 500.0, 509.0, 501.0, 511.0, 504.0, 508.0, 514.0, 512.0, 511.0, 513.0, 502.0
503.0, 502.0, 508.0, 509.0, 515.0, 514.0, 513.0, 508.0, 513.0, 514.0, 503.0, 504.0, 506.0, 507.0, 501.0, 511.0
500.0, 503.0, 503.0, 514.0, 511.0, 501.0, 500.0, 517.0, 511.0, 503.0, 507.0, 514.0, 512.0, 501.0, 502.0, 501.0
512.0, 510.0, 506.0, 504.0, 505.0, 504.0, 504.0, 505.0, 511.0, 514.0, 506.0, 510.0, 505.0, 503.0, 509.0, 513.0
532.0, 507.0, 503.0, 500.0, 507.0, 502.0, 500.0, 513.0, 501.0, 511.0, 503.0, 500.0, 500.0, 514.0, 500.0, 511.0
500.0, 514.0, 503.0, 514.0, 514.0, 511.0, 501.0, 512.0, 502.0, 502.0, 514.0, 512.0, 503.0, 503.0, 513.0, 512.0
527.0, 513.0, 502.0, 502.0, 503.0, 501.0, 513.0, 500.0, 513.0, 506.0, 511.0, 500.0, 513.0, 503.0, 505.0, 513.0
510.0, 504.0, 507.0, 513.0, 501.0, 500.0, 506.0, 503.0, 505.0, 502.0, 506.0, 513.0, 503.0, 500.0, 507.0, 503.0
501.0, 501.0, 505.0, 508.0, 512.0, 514.0, 517.0, 502.0, 505.0, 513.0, 510.0, 502.0, 508.0, 513.0, 503.0, 514.0
501.0, 507.0, 501.0, 504.0, 512.0, 506.0, 504.0, 507.0, 500.0, 511.0, 501.0, 511.0, 512.0, 514.0, 515.0, 502.0
503.0, 513.0, 504.0, 500.0, 515.0, 501.0, 506.0, 514.0, 512.0, 506.0, 503.0, 501.0, 504.0, 500.0, 503.0, 513.0
513.0, 502.0, 512.0, 514.0, 500.0, 515.0, 512.0, 509.0, 503.0, 510.0, 502.0, 503.0, 501.0, 507.0, 506.0, 512.0
505.0, 501.0, 506.0, 506.0, 505.0, 501.0, 513.0, 512.0, 515.0, 502.0, 506.0, 505.0, 502.0, 503.0, 504.0, 503.0
500.0, 501.0, 512.0, 502.0, 503.0, 505.0, 512.0, 514.0, 515.0, 513.0, 515.0, 504.0, 501.0, 509.0, 501.0, 514.0
513.0, 501.0, 510.0, 505.0, 500.0, 500.0, 510.0, 513.0, 501.0, 514.0, 502.0, 513.0, 502.0, 514.0, 501.0, 505.0
502.0, 500.0, 515.0, 514.0, 502.0, 511.0, 504.0, 513.0, 507.0, 503.0, 503.0, 513.0, 514.0, 501.0, 504.0, 511.0
512.0, 516.0, 500.0, 502.0, 503.0, 513.0, 502.0, 501.0, 506.0, 500.0, 500.0, 513.0, 515.0, 502.0, 506.0, 500.0
506.0, 502.0, 513.0, 504.0, 506.0, 503.0, 500.0, 514.0, 513.0, 514.0, 514.0, 514.0, 503.0, 500.0, 501.0, 506.0
504.0, 521.0, 514.0, 504.0, 503.0, 512.0, 500.0, 514.0, 502.0, 502.0, 514.0, 514.0, 503.0, 504.0, 504.0, 504.0
500.0, 501.0, 513.0, 514.0, 515.0, 511.0, 504.0, 508.0, 505.0, 504.0, 513.0, 511.0, 502.0, 500.0, 504.0, 506.0
510.0, 513.0, 513.0, 516.0, 501.0, 514.0, 502.0, 505.0, 501.0, 507.0, 511.0, 503.0, 501.0, 501.0, 508.0, 501.0
502.0, 502.0, 502.0, 514.0, 504.0, 502.0, 501.0, 502.0, 503.0, 513.0, 503.0, 506.0, 505.0, 514.0, 505.0, 500.0
508.0, 513.0, 502.0, 514.0, 500.0, 502.0, 504.0, 501.0, 505.0, 514.0, 515.0, 511.0, 515.0, 505.0, 501.0, 513.0
501.0, 513.0, 502.0, 506.0, 503.0, 502.0, 502.0, 502.0, 502.0, 500.0, 504.0, 501.0, 503.0, 503.0, 506.0, 504.0
508.0, 502.0, 516.0, 506.0, 514.0, 501.0, 504.0, 501.0, 504.0, 503.0, 513.0, 500.0, 513.0, 508.0, 502.0, 509.0
501.0, 511.0, 502.0, 502.0, 502.0, 514.0, 514.0, 511.0, 501.0, 502.0, 502.0, 512.0, 505.0, 506.0, 506.0, 506.0
507.0, 514.0, 508.0, 513.0, 501.0, 500.0, 504.0, 512.0, 504.0, 513.0, 513.0, 503.0, 503.0, 504.0, 502.0, 504.0
500.0, 514.0, 502.0, 500.0, 502.0, 513.0, 513.0, 501.0, 514.0, 515.0, 512.0, 509.0, 501.0, 500.0, 513.0, 501.0
508.0, 515.0, 510.0, 502.0, 512.0, 505.0, 512.0, 513.0, 515.0, 502.0, 501.0, 505.0, 501.0, 503.0, 502.0, 500.0
504.0, 503.0, 502.0, 511.0, 515.0, 511.0, 505.0, 515.0, 508.0, 515.0, 511.0, 512.0, 500.0, 502.0, 502.0, 500.0
500.0, 513.0, 505.0, 501.0, 504.0, 504.0, 513.0, 513.0, 506.0, 508.0, 503.0, 510.0, 501.0, 503.0, 511.0, 516.0
501.0, 511.0, 511.0, 511.0, 512.0, 504.0, 507.0, 500.0, 503.0, 503.0, 511.0, 507.0, 514.0, 501.0, 514.0, 502.0
500.0, 503.0, 500.0, 512.0, 501.0, 503.0, 505.0, 503.0, 500.0, 503.0, 501.0, 506.0, 502.0, 514.0, 509.0, 513.0
511.0, 503.0, 514.0, 514.0, 505.0, 501.0, 502.0, 505.0, 514.0, 503.0, 515.0, 501.0, 501.0, 514.0, 510.0, 501.0
515.0, 503.0, 514.0, 514.0, 502.0, 514.0, 503.0, 503.0, 500.0, 500.0, 514.0, 514.0, 503.0, 513.0, 503.0, 503.0
505.0, 505.0, 501.0, 502.0, 502.0, 509.0, 506.0, 505.0, 503.0, 505.0, 515.0, 504.0, 504.0, 503.0, 514.0, 501.0
513.0, 510.0, 515.0, 512.0, 500.0, 506.0, 510.0, 514.0, 504.0, 502.0, 501.0, 501.0, 514.0, 514.0, 505.0, 501.0
501.0, 512.0, 527.0, 514.0, 506.0, 507.0, 505.0, 505.0, 500.0, 504.0, 514.0, 505.0, 511.0, 500.0, 511.0, 500.0
507.0, 501.0, 504.0, 507.0, 512.0, 505.0, 503.0, 509.0, 501.0, 500.0, 514.0, 514.0, 500.0, 513.0, 503.0, 503.0
504.0, 504.0, 500.0, 504.0, 515.0, 503.0, 505.0, 514.0, 511.0, 501.0, 504.0, 503.0, 505.0, 502.0, 514.0, 515.0
500.0, 501.0, 500.0, 513.0, 500.0, 507.0, 512.0, 513.0, 501.0, 502.0, 512.0, 512.0, 503.0, 514.0, 515.0, 508.0
503.0, 500.0, 501.0, 502.0, 503.0, 505.0, 504.0, 504.0, 504.0, 505.0, 506.0, 502.0, 505.0, 507.0, 500.0, 511.0
513.0, 500.0, 503.0, 502.0, 512.0, 501.0, 509.0, 513.0, 502.0, 504.0, 508.0, 513.0, 514.0, 511.0, 509.0, 503.0
