240 BPM on the Control Computer
265.0, 265.0, 252.0, 251.0, 252.0, 254.0, 252.0, 252.0, 265.0, 250.0, 261.0, 251.0, 251.0, 262.0, 265.0, 263.0
250.0, 251.0, 260.0, 262.0, 263.0, 260.0, 264.0, 253.0, 251.0, 252.0, 262.0, 251.0, 265.0, 254.0, 269.0, 281.0
260.0, 263.0, 262.0, 265.0, 254.0, 253.0, 265.0, 251.0, 252.0, 252.0, 253.0, 253.0, 269.0, 252.0, 265.0, 252.0
263.0, 251.0, 251.0, 252.0, 252.0, 251.0, 262.0, 261.0, 266.0, 259.0, 251.0, 252.0, 264.0, 263.0, 250.0, 250.0
264.0, 264.0, 264.0, 250.0, 250.0, 264.0, 251.0, 253.0, 261.0, 251.0, 253.0, 251.0, 252.0, 264.0, 251.0, 250.0
250.0, 264.0, 250.0, 264.0, 254.0, 264.0, 252.0, 250.0, 251.0, 250.0, 264.0, 262.0, 253.0, 265.0, 252.0, 264.0
251.0, 252.0, 250.0, 251.0, 263.0, 251.0, 254.0, 251.0, 253.0, 265.0, 252.0, 251.0, 262.0, 251.0, 252.0, 252.0
250.0, 265.0, 252.0, 255.0, 250.0, 262.0, 251.0, 263.0, 263.0, 252.0, 250.0, 265.0, 261.0, 264.0, 250.0, 253.0
250.0, 265.0, 263.0, 265.0, 264.0, 253.0, 251.0, 251.0, 264.0, 251.0, 251.0, 265.0, 263.0, 260.0, 252.0, 253.0
250.0, 254.0, 264.0, 253.0, 252.0, 250.0, 251.0, 251.0, 265.0, 251.0, 264.0, 262.0, 251.0, 263.0, 252.0, 263.0
250.0, 263.0, 250.0, 264.0, 265.0, 253.0, 263.0, 250.0, 264.0, 251.0, 251.0, 252.0, 251.0, 250.0, 251.0, 250.0
253.0, 252.0, 264.0, 250.0, 264.0, 262.0, 252.0, 251.0, 261.0, 262.0, 251.0, 264.0, 255.0, 250.0, 264.0, 250.0
254.0, 252.0, 264.0, 263.0, 262.0, 261.0, 252.0, 250.0, 250.0, 252.0, 264.0, 262.0, 250.0, 253.0, 253.0, 250.0
253.0, 250.0, 253.0, 250.0, 254.0, 261.0, 261.0, 253.0, 264.0, 262.0, 250.0, 250.0, 251.0, 265.0, 254.0, 251.0
253.0, 264.0, 252.0, 252.0, 252.0, 252.0, 250.0, 263.0, 251.0, 251.0, 264.0, 251.0, 263.0, 263.0, 264.0, 261.0
261.0, 259.0, 264.0, 251.0, 252.0, 252.0, 251.0, 251.0, 252.0, 264.0, 250.0, 250.0, 254.0, 264.0, 263.0, 264.0
264.0, 263.0, 252.0, 254.0, 263.0, 250.0, 253.0, 250.0, 251.0, 252.0, 253.0, 263.0, 253.0, 250.0, 262.0, 253.0
251.0, 251.0, 252.0, 264.0, 250.0, 251.0, 252.0, 251.0, 255.0, 263.0, 250.0, 264.0, 250.0, 264.0, 265.0, 251.0
251.0, 250.0, 254.0, 252.0, 264.0, 254.0, 264.0, 252.0, 252.0, 256.0, 251.0, 253.0, 264.0, 264.0, 264.0, 250.0
251.0, 260.0, 250.0, 250.0, 250.0, 264.0, 254.0, 253.0, 254.0, 252.0, 265.0, 264.0, 250.0, 251.0, 264.0, 251.0
250.0, 261.0, 265.0, 264.0, 250.0, 265.0, 263.0, 264.0, 264.0, 264.0, 263.0, 262.0, 251.0, 251.0, 263.0, 251.0
250.0, 265.0, 250.0, 251.0, 252.0, 253.0, 263.0, 264.0, 251.0, 262.0, 254.0, 252.0, 252.0, 250.0, 262.0, 250.0
264.0, 251.0, 253.0, 253.0, 263.0, 264.0, 265.0, 265.0, 263.0, 250.0, 264.0, 262.0, 253.0, 264.0, 251.0, 251.0
252.0, 252.0, 253.0, 264.0, 250.0, 250.0, 251.0, 263.0, 263.0, 252.0, 250.0, 252.0, 253.0, 252.0, 253.0, 264.0
264.0, 263.0, 252.0, 252.0, 250.0, 252.0, 251.0, 253.0, 252.0, 265.0, 250.0, 251.0, 252.0, 251.0, 251.0, 254.0
261.0, 256.0, 250.0, 265.0, 251.0, 252.0, 252.0, 250.0, 292.0, 251.0, 251.0, 251.0, 250.0, 250.0, 252.0, 262.0
265.0, 250.0, 250.0, 250.0, 264.0, 261.0, 252.0, 271.0, 257.0, 251.0, 259.0, 251.0, 264.0, 263.0, 264.0, 252.0
250.0, 250.0, 250.0, 264.0, 264.0, 264.0, 265.0, 263.0, 252.0, 265.0, 251.0, 265.0, 255.0, 253.0, 252.0, 251.0
253.0, 251.0, 251.0, 253.0, 265.0, 263.0, 265.0, 264.0, 263.0, 251.0, 252.0, 254.0, 253.0, 252.0, 263.0, 260.0
254.0, 264.0, 261.0, 264.0, 252.0, 252.0, 264.0, 264.0, 264.0, 251.0, 253.0, 263.0, 264.0, 251.0, 251.0, 259.0
252.0, 250.0, 264.0, 262.0, 252.0, 250.0, 265.0, 255.0, 277.0, 264.0, 250.0, 250.0, 264.0, 265.0, 250.0, 265.0
261.0, 265.0, 253.0, 251.0, 253.0, 253.0, 252.0, 253.0, 264.0, 252.0, 264.0, 253.0, 252.0, 262.0, 264.0, 263.0
252.0, 265.0, 250.0, 261.0, 252.0, 262.0, 250.0, 261.0, 264.0, 250.0, 260.0, 250.0, 251.0, 250.0, 264.0, 262.0
251.0, 263.0, 263.0, 266.0, 265.0, 263.0, 250.0, 264.0, 250.0, 251.0, 253.0, 260.0, 263.0, 265.0, 265.0, 261.0
264.0, 250.0, 262.0, 251.0, 253.0, 250.0, 250.0, 250.0, 251.0, 252.0, 254.0, 252.0, 254.0, 252.0, 252.0, 254.0
